Vol;Compagnie;Heure_Arrivee;Passagers;Taux_Transit;Temps_Escale_Min;Passagers_Transit;Passagers_Terminus
HF864;Air C̫te d'Ivoire;02:30;292;0.54;45;158;134
AF548;Air France;06:40;343;0.19;105;65;278
KP589;ASKY Airlines;20:40;165;0.08;60;13;152
ET981;Ethiopian Airlines;02:05;142;0.47;75;67;75
AS413;ASKY Airlines;20:10;271;0.17;90;46;225
ET274;Ethiopian Airlines;15:15;172;0.61;120;105;67
AS279;ASKY Airlines;09:25;332;0.09;120;30;302
2J484;Air Burkina;22:20;217;0.24;30;52;165
ET394;Ethiopian Airlines;06:25;128;0.06;105;8;120
ET314;Ethiopian Airlines;23:50;200;0.24;35;48;152
ET814;Ethiopian Airlines;19:35;118;0.37;40;44;74
SN861;Brussels Airlines;14:05;113;0.44;30;50;63
AT973;Royal Air Maroc;20:25;345;0.49;120;169;176
ET868;Ethiopian Airlines;20:40;88;0.55;150;48;40
AF174;Air France;09:20;267;0.12;40;32;235
ET443;Ethiopian Airlines;11:00;175;0.51;35;89;86
ET813;Ethiopian Airlines;17:35;212;0.22;75;47;165
AS817;ASKY Airlines;22:15;242;0.13;75;31;211
ET298;Ethiopian Airlines;22:35;218;0.21;60;46;172
KP270;ASKY Airlines;08:15;159;0.56;120;89;70
SN505;Brussels Airlines;08:50;170;0.43;150;73;97
AS327;ASKY Airlines;03:35;335;0.41;45;137;198
TK510;Turkish Airlines;04:40;227;0.4;40;91;136
ET997;Ethiopian Airlines;06:20;258;0.3;75;77;181
ET790;Ethiopian Airlines;06:20;336;0.3;150;101;235
ET977;Ethiopian Airlines;10:05;297;0.14;40;42;255
KP161;ASKY Airlines;09:40;346;0.25;105;86;260
KP815;ASKY Airlines;10:50;158;0.36;120;57;101
KP978;ASKY Airlines;23:15;246;0.41;90;101;145
ET232;Ethiopian Airlines;23:10;183;0.09;75;16;167
AS689;ASKY Airlines;17:05;294;0.25;35;74;220
AT288;Royal Air Maroc;11:10;154;0.25;120;38;116
AS170;ASKY Airlines;15:15;304;0.36;40;109;195
KP405;ASKY Airlines;03:40;149;0.48;90;72;77
AS323;ASKY Airlines;16:25;269;0.43;150;116;153
SN427;Brussels Airlines;16:45;185;0.39;40;72;113
AF861;Air France;20:20;149;0.22;90;33;116
AS173;ASKY Airlines;22:40;89;0.55;45;49;40
ET610;Ethiopian Airlines;04:35;293;0.52;50;152;141
AS684;ASKY Airlines;12:25;84;0.16;105;13;71
2J201;Air Burkina;02:10;107;0.44;150;47;60
AF705;Air France;22:30;320;0.59;120;189;131
KP164;ASKY Airlines;16:45;315;0.31;35;98;217
ET292;Ethiopian Airlines;10:25;171;0.6;40;103;68
KP161;ASKY Airlines;00:55;117;0.06;30;7;110
TK631;Turkish Airlines;17:50;298;0.36;90;107;191
KP814;ASKY Airlines;16:35;231;0.2;150;46;185
ET509;Ethiopian Airlines;08:55;271;0.21;105;57;214
AS294;ASKY Airlines;19:25;200;0.58;120;116;84
AF553;Air France;06:50;250;0.24;105;60;190
AT673;Royal Air Maroc;04:45;189;0.06;40;11;178
AF718;Air France;15:15;223;0.37;50;83;140
ET736;Ethiopian Airlines;06:45;145;0.63;105;91;54
HF400;Air C̫te d'Ivoire;12:55;276;0.1;50;28;248
KP555;ASKY Airlines;12:30;125;0.22;30;28;97
KP301;ASKY Airlines;14:30;228;0.33;30;75;153
AS955;ASKY Airlines;22:50;139;0.55;45;76;63
2J401;Air Burkina;16:35;217;0.21;75;46;171
KP723;ASKY Airlines;16:05;169;0.26;75;44;125
AF436;Air France;18:50;291;0.28;75;81;210
AF131;Air France;09:25;248;0.28;60;69;179
KP197;ASKY Airlines;01:10;192;0.17;30;33;159
AS858;ASKY Airlines;13:35;145;0.6;150;87;58
KP290;ASKY Airlines;22:15;197;0.53;40;104;93
KP147;ASKY Airlines;02:15;304;0.64;50;195;109
AS349;ASKY Airlines;06:05;230;0.27;45;62;168
AS371;ASKY Airlines;10:25;246;0.08;150;20;226
HF764;Air C̫te d'Ivoire;16:25;174;0.12;45;21;153
TK584;Turkish Airlines;14:00;339;0.26;105;88;251
AS896;ASKY Airlines;18:55;338;0.6;75;203;135
AS913;ASKY Airlines;10:35;199;0.64;105;127;72
KP845;ASKY Airlines;14:10;153;0.54;75;83;70
AF122;Air France;14:00;175;0.19;120;33;142
AT705;Royal Air Maroc;05:45;256;0.45;40;115;141
AS344;ASKY Airlines;14:00;106;0.41;150;43;63
AS259;ASKY Airlines;08:00;290;0.54;120;157;133
AT472;Royal Air Maroc;04:20;336;0.36;45;121;215
ET384;Ethiopian Airlines;18:20;284;0.24;105;68;216
KP549;ASKY Airlines;23:00;145;0.06;30;9;136
ET796;Ethiopian Airlines;04:20;229;0.53;40;121;108
KP746;ASKY Airlines;21:30;246;0.37;150;91;155
AS680;ASKY Airlines;12:20;299;0.37;45;111;188
AT235;Royal Air Maroc;17:40;337;0.62;45;209;128
AT195;Royal Air Maroc;19:15;282;0.34;75;96;186
KP473;ASKY Airlines;16:40;319;0.24;150;77;242
TK373;Turkish Airlines;14:55;308;0.25;45;77;231
AS977;ASKY Airlines;13:35;235;0.06;120;14;221
AT949;Royal Air Maroc;15:00;297;0.12;90;36;261
ET276;Ethiopian Airlines;03:15;274;0.08;30;22;252
HF972;Air C̫te d'Ivoire;16:30;349;0.2;40;70;279
SN848;Brussels Airlines;19:00;95;0.09;120;9;86
AS376;ASKY Airlines;13:55;320;0.25;120;80;240
SN237;Brussels Airlines;17:35;331;0.13;60;43;288
AT973;Royal Air Maroc;05:50;130;0.6;40;78;52
AT231;Royal Air Maroc;21:05;107;0.61;90;65;42
AS222;ASKY Airlines;07:35;132;0.41;75;54;78
AT235;Royal Air Maroc;08:50;195;0.53;50;103;92
HF466;Air C̫te d'Ivoire;23:15;88;0.46;35;40;48
KP225;ASKY Airlines;00:35;90;0.54;150;49;41
TK538;Turkish Airlines;12:00;186;0.43;50;80;106
KP675;ASKY Airlines;02:55;337;0.31;105;104;233
AS843;ASKY Airlines;05:20;261;0.57;150;149;112
ET150;Ethiopian Airlines;16:40;249;0.31;50;77;172
ET236;Ethiopian Airlines;07:30;218;0.29;40;63;155
ET257;Ethiopian Airlines;05:10;190;0.42;75;80;110
AS692;ASKY Airlines;15:15;171;0.61;40;104;67
TK843;Turkish Airlines;00:45;299;0.32;90;96;203
AS542;ASKY Airlines;09:30;84;0.39;50;33;51
KP425;ASKY Airlines;17:25;99;0.35;50;35;64
AS737;ASKY Airlines;21:15;180;0.6;60;108;72
ET928;Ethiopian Airlines;13:10;236;0.46;150;109;127
SN179;Brussels Airlines;23:50;80;0.3;120;24;56
AF573;Air France;04:05;291;0.41;60;119;172
AT476;Royal Air Maroc;16:45;198;0.14;40;28;170
KP432;ASKY Airlines;13:55;339;0.26;150;88;251
ET274;Ethiopian Airlines;17:40;254;0.49;75;124;130
ET756;Ethiopian Airlines;03:10;213;0.39;105;83;130
ET540;Ethiopian Airlines;19:30;181;0.24;30;43;138
AS793;ASKY Airlines;22:00;141;0.27;45;38;103
AF318;Air France;01:35;133;0.54;45;72;61
ET377;Ethiopian Airlines;06:00;86;0.37;30;32;54
AT584;Royal Air Maroc;06:55;82;0.19;60;16;66
ET694;Ethiopian Airlines;06:05;228;0.23;35;52;176
KP240;ASKY Airlines;12:00;91;0.33;150;30;61
ET945;Ethiopian Airlines;18:15;183;0.51;150;93;90
AS706;ASKY Airlines;21:05;190;0.65;60;124;66
HF976;Air C̫te d'Ivoire;05:00;342;0.16;30;55;287
ET805;Ethiopian Airlines;19:00;252;0.5;120;126;126
AS151;ASKY Airlines;16:05;174;0.42;50;73;101
TK714;Turkish Airlines;17:25;282;0.37;60;104;178
ET712;Ethiopian Airlines;23:05;124;0.63;120;78;46
AS812;ASKY Airlines;00:55;113;0.24;35;27;86
ET418;Ethiopian Airlines;22:55;290;0.16;30;46;244
KP895;ASKY Airlines;12:50;304;0.58;75;176;128
AT828;Royal Air Maroc;18:05;343;0.09;30;31;312
AT145;Royal Air Maroc;15:35;305;0.54;75;165;140
TK604;Turkish Airlines;09:20;183;0.4;30;73;110
ET639;Ethiopian Airlines;12:35;300;0.15;105;45;255
ET613;Ethiopian Airlines;09:55;202;0.19;50;38;164
AT994;Royal Air Maroc;13:55;301;0.14;60;42;259
KP414;ASKY Airlines;08:35;122;0.48;75;59;63
ET535;Ethiopian Airlines;20:55;289;0.14;30;40;249
ET487;Ethiopian Airlines;10:05;90;0.46;90;41;49
KP998;ASKY Airlines;02:30;295;0.13;60;38;257
KP264;ASKY Airlines;07:40;243;0.53;35;129;114
HF708;Air C̫te d'Ivoire;11:55;304;0.6;30;182;122
HF716;Air C̫te d'Ivoire;02:35;304;0.39;30;119;185
AS811;ASKY Airlines;06:40;325;0.63;45;205;120
KP613;ASKY Airlines;13:35;225;0.28;40;63;162
KP943;ASKY Airlines;06:15;270;0.2;150;54;216
HF953;Air C̫te d'Ivoire;06:45;340;0.16;60;54;286
KP237;ASKY Airlines;13:30;95;0.34;120;32;63
AF948;Air France;11:40;273;0.13;90;35;238
AS910;ASKY Airlines;00:40;88;0.58;30;51;37
ET808;Ethiopian Airlines;04:15;81;0.52;75;42;39
KP670;ASKY Airlines;10:30;163;0.39;90;64;99
AT364;Royal Air Maroc;00:25;288;0.48;50;138;150
KP287;ASKY Airlines;22:55;137;0.08;90;11;126
ET162;Ethiopian Airlines;12:55;185;0.17;150;31;154
AS378;ASKY Airlines;23:10;215;0.42;30;90;125
AF641;Air France;22:45;156;0.34;35;53;103
HF270;Air C̫te d'Ivoire;16:25;289;0.41;45;118;171
KP632;ASKY Airlines;02:35;311;0.1;30;31;280
HF398;Air C̫te d'Ivoire;09:05;204;0.44;50;90;114
ET300;Ethiopian Airlines;18:55;259;0.53;120;137;122
KP371;ASKY Airlines;06:10;293;0.38;40;111;182
KP541;ASKY Airlines;19:35;176;0.26;35;46;130
KP130;ASKY Airlines;02:15;328;0.15;75;49;279
AF220;Air France;21:15;300;0.21;35;63;237
AT168;Royal Air Maroc;11:05;92;0.36;105;33;59
AS982;ASKY Airlines;21:50;170;0.2;60;34;136
ET926;Ethiopian Airlines;09:45;272;0.52;90;141;131
AT595;Royal Air Maroc;20:55;278;0.13;40;36;242
SN245;Brussels Airlines;11:00;339;0.36;50;122;217
ET432;Ethiopian Airlines;14:30;143;0.35;40;50;93
TK580;Turkish Airlines;05:15;311;0.13;105;40;271
ET362;Ethiopian Airlines;18:25;306;0.65;30;199;107
KP528;ASKY Airlines;04:35;246;0.54;90;133;113
HF185;Air C̫te d'Ivoire;19:50;330;0.28;60;92;238
ET115;Ethiopian Airlines;01:30;265;0.46;75;122;143
ET827;Ethiopian Airlines;20:30;328;0.48;35;157;171
ET727;Ethiopian Airlines;18:25;217;0.44;75;95;122
HF217;Air C̫te d'Ivoire;18:50;188;0.31;30;58;130
HF369;Air C̫te d'Ivoire;03:15;123;0.58;75;71;52
KP954;ASKY Airlines;19:15;280;0.51;150;143;137
AS799;ASKY Airlines;04:40;183;0.38;90;70;113
ET203;Ethiopian Airlines;06:50;199;0.05;35;10;189
ET752;Ethiopian Airlines;03:20;107;0.18;120;19;88
KP399;ASKY Airlines;10:40;186;0.36;35;67;119
AT127;Royal Air Maroc;22:50;107;0.59;40;63;44
ET523;Ethiopian Airlines;02:55;265;0.43;120;114;151
AS661;ASKY Airlines;04:40;274;0.3;45;82;192
KP255;ASKY Airlines;19:15;225;0.08;90;18;207
AS447;ASKY Airlines;14:05;339;0.41;40;139;200
TK220;Turkish Airlines;20:05;256;0.26;60;67;189
AS751;ASKY Airlines;17:40;207;0.37;120;77;130
AS920;ASKY Airlines;15:40;185;0.51;150;94;91
ET660;Ethiopian Airlines;15:10;290;0.53;90;154;136
AS161;ASKY Airlines;09:20;90;0.57;120;51;39
AS765;ASKY Airlines;00:20;96;0.43;35;41;55
AS475;ASKY Airlines;22:05;145;0.59;45;86;59
ET445;Ethiopian Airlines;10:05;192;0.46;30;88;104
ET249;Ethiopian Airlines;16:45;211;0.52;150;110;101
AS684;ASKY Airlines;23:55;150;0.46;90;69;81
KP276;ASKY Airlines;14:00;140;0.57;30;80;60
TK453;Turkish Airlines;06:05;323;0.18;105;58;265
AS408;ASKY Airlines;05:50;84;0.51;60;43;41
KP618;ASKY Airlines;14:30;100;0.12;40;12;88
KP577;ASKY Airlines;14:00;265;0.11;90;29;236
ET513;Ethiopian Airlines;06:00;288;0.34;35;98;190
AT686;Royal Air Maroc;02:40;310;0.23;150;71;239
KP605;ASKY Airlines;13:05;93;0.39;40;36;57
AF294;Air France;08:50;158;0.46;75;73;85
KP549;ASKY Airlines;02:15;261;0.19;150;50;211
AS614;ASKY Airlines;05:50;157;0.47;30;74;83
AT795;Royal Air Maroc;19:10;130;0.65;105;84;46
KP372;ASKY Airlines;08:50;336;0.51;120;171;165
ET979;Ethiopian Airlines;00:15;97;0.15;105;15;82
AS362;ASKY Airlines;08:50;297;0.43;40;128;169
AF467;Air France;11:50;179;0.06;45;11;168
KP324;ASKY Airlines;03:30;228;0.33;35;75;153
HF409;Air C̫te d'Ivoire;15:45;234;0.37;120;87;147
KP976;ASKY Airlines;04:05;181;0.63;150;114;67
HF115;Air C̫te d'Ivoire;16:05;194;0.49;30;95;99
KP294;ASKY Airlines;16:40;349;0.47;150;164;185
AF862;Air France;05:25;171;0.37;90;63;108
KP402;ASKY Airlines;14:50;100;0.36;150;36;64
SN147;Brussels Airlines;00:30;199;0.65;105;129;70
KP220;ASKY Airlines;12:20;98;0.06;105;6;92
KP931;ASKY Airlines;15:20;103;0.23;120;24;79
ET661;Ethiopian Airlines;01:15;105;0.13;50;14;91
KP140;ASKY Airlines;18:35;232;0.24;50;56;176
AS633;ASKY Airlines;22:30;281;0.33;50;93;188
TK470;Turkish Airlines;01:45;218;0.26;60;57;161
TK281;Turkish Airlines;20:05;103;0.63;45;65;38
KP756;ASKY Airlines;11:05;91;0.46;35;42;49
SN968;Brussels Airlines;11:25;214;0.49;35;105;109
ET689;Ethiopian Airlines;07:55;160;0.5;60;80;80
KP908;ASKY Airlines;11:50;149;0.59;50;88;61
AF447;Air France;23:00;283;0.51;45;144;139
AF578;Air France;10:30;158;0.06;60;9;149
2J308;Air Burkina;01:35;278;0.21;45;58;220
KP779;ASKY Airlines;00:45;235;0.64;120;150;85
AF377;Air France;03:35;155;0.44;45;68;87
KP787;ASKY Airlines;08:10;298;0.09;60;27;271
KP960;ASKY Airlines;06:30;344;0.33;150;114;230
AS757;ASKY Airlines;21:00;128;0.64;45;82;46
2J838;Air Burkina;09:50;177;0.65;105;115;62
AT847;Royal Air Maroc;19:10;100;0.31;75;31;69
AT563;Royal Air Maroc;13:25;102;0.59;60;60;42
ET853;Ethiopian Airlines;00:40;217;0.41;40;89;128
KP682;ASKY Airlines;04:20;309;0.36;150;111;198
AS118;ASKY Airlines;12:20;108;0.3;45;32;76
KP826;ASKY Airlines;05:40;100;0.59;35;59;41
AS820;ASKY Airlines;21:55;178;0.42;40;75;103
AT120;Royal Air Maroc;16:40;142;0.25;150;36;106
ET381;Ethiopian Airlines;14:25;212;0.35;30;74;138
KP639;ASKY Airlines;06:20;94;0.32;105;30;64
KP516;ASKY Airlines;07:45;184;0.32;120;59;125
AS822;ASKY Airlines;20:05;190;0.24;40;46;144
KP631;ASKY Airlines;01:50;190;0.43;90;82;108
SN631;Brussels Airlines;17:35;83;0.08;45;7;76
ET610;Ethiopian Airlines;20:55;231;0.58;150;134;97
AT941;Royal Air Maroc;22:35;121;0.3;90;36;85
ET495;Ethiopian Airlines;06:30;105;0.53;75;56;49
AS196;ASKY Airlines;19:35;273;0.49;45;134;139
AS636;ASKY Airlines;15:10;87;0.33;75;29;58
HF252;Air C̫te d'Ivoire;18:10;152;0.17;90;26;126
AT344;Royal Air Maroc;08:05;157;0.39;120;61;96
AS615;ASKY Airlines;11:00;227;0.62;40;141;86
ET492;Ethiopian Airlines;13:10;147;0.16;50;24;123
ET242;Ethiopian Airlines;06:10;262;0.2;150;52;210
ET603;Ethiopian Airlines;01:30;164;0.65;40;107;57
TK893;Turkish Airlines;16:55;158;0.59;75;93;65
ET946;Ethiopian Airlines;10:45;118;0.38;60;45;73
ET957;Ethiopian Airlines;17:40;99;0.47;30;47;52
AS938;ASKY Airlines;11:55;149;0.32;120;48;101
AS175;ASKY Airlines;02:00;235;0.29;50;68;167
KP791;ASKY Airlines;20:35;196;0.32;45;63;133
KP131;ASKY Airlines;13:00;107;0.3;35;32;75
AF876;Air France;14:10;177;0.46;30;81;96
AF433;Air France;18:15;230;0.25;75;58;172
KP539;ASKY Airlines;09:50;101;0.15;75;15;86
HF991;Air C̫te d'Ivoire;08:35;340;0.47;60;160;180
AS451;ASKY Airlines;09:00;139;0.07;50;10;129
KP499;ASKY Airlines;19:55;242;0.48;105;116;126
AS301;ASKY Airlines;22:05;193;0.21;35;41;152
AS629;ASKY Airlines;03:50;275;0.16;150;44;231
KP192;ASKY Airlines;18:20;124;0.28;150;35;89
ET891;Ethiopian Airlines;09:25;192;0.12;40;23;169
AS495;ASKY Airlines;16:20;258;0.28;105;72;186
2J927;Air Burkina;11:10;349;0.11;35;38;311
AS576;ASKY Airlines;00:45;135;0.34;40;46;89
AS711;ASKY Airlines;10:30;346;0.16;60;55;291
KP654;ASKY Airlines;12:55;194;0.13;120;25;169
ET410;Ethiopian Airlines;00:00;246;0.4;75;98;148
AS291;ASKY Airlines;00:05;194;0.43;35;83;111
HF133;Air C̫te d'Ivoire;20:50;159;0.05;90;8;151
ET133;Ethiopian Airlines;15:55;108;0.28;105;30;78
ET787;Ethiopian Airlines;06:40;121;0.1;30;12;109
ET516;Ethiopian Airlines;22:15;198;0.49;60;97;101
AS257;ASKY Airlines;09:35;141;0.46;45;65;76
KP599;ASKY Airlines;15:40;234;0.08;120;19;215
AS439;ASKY Airlines;00:30;268;0.61;150;163;105
ET957;Ethiopian Airlines;21:00;183;0.63;120;115;68
KP682;ASKY Airlines;08:20;136;0.25;50;34;102
KP213;ASKY Airlines;05:25;251;0.13;60;33;218
TK896;Turkish Airlines;14:50;235;0.12;60;28;207
KP517;ASKY Airlines;03:35;244;0.55;75;134;110
AT567;Royal Air Maroc;14:45;148;0.33;105;49;99
AT242;Royal Air Maroc;09:35;137;0.06;45;8;129
KP408;ASKY Airlines;15:55;286;0.61;105;174;112
KP419;ASKY Airlines;12:40;164;0.41;30;67;97
AS416;ASKY Airlines;18:40;180;0.46;105;83;97
AF284;Air France;19:15;330;0.54;90;178;152
ET304;Ethiopian Airlines;03:25;299;0.54;35;161;138
AT463;Royal Air Maroc;19:10;239;0.1;75;24;215
SN315;Brussels Airlines;21:00;266;0.39;75;104;162
AF345;Air France;15:25;166;0.47;35;78;88
KP904;ASKY Airlines;10:00;234;0.1;90;23;211
KP619;ASKY Airlines;14:40;243;0.18;60;44;199
HF689;Air C̫te d'Ivoire;10:50;147;0.29;60;43;104
AS376;ASKY Airlines;22:25;291;0.58;150;169;122
KP301;ASKY Airlines;10:00;199;0.56;50;111;88
AF313;Air France;02:50;264;0.52;150;137;127
AS577;ASKY Airlines;23:10;295;0.64;90;189;106
SN607;Brussels Airlines;23:00;209;0.2;120;42;167
AF174;Air France;16:05;157;0.33;105;52;105
AS768;ASKY Airlines;04:25;249;0.32;50;80;169
TK764;Turkish Airlines;12:30;117;0.46;30;54;63
AS241;ASKY Airlines;09:00;134;0.56;150;75;59
AS421;ASKY Airlines;04:45;125;0.35;60;44;81
AS560;ASKY Airlines;11:20;250;0.34;30;85;165
KP769;ASKY Airlines;07:25;209;0.41;50;86;123
ET245;Ethiopian Airlines;23:15;243;0.5;60;122;121
AS455;ASKY Airlines;11:25;149;0.17;40;25;124
KP920;ASKY Airlines;15:20;148;0.63;30;93;55
KP499;ASKY Airlines;01:50;184;0.11;35;20;164
AT767;Royal Air Maroc;02:30;133;0.06;150;8;125
AT615;Royal Air Maroc;17:15;327;0.27;40;88;239
KP410;ASKY Airlines;16:00;185;0.47;40;87;98
KP675;ASKY Airlines;01:05;176;0.64;35;113;63
KP211;ASKY Airlines;21:25;106;0.61;60;65;41
KP243;ASKY Airlines;11:45;151;0.46;75;69;82
AT473;Royal Air Maroc;16:50;264;0.31;50;82;182
AF119;Air France;05:05;213;0.41;75;87;126
AS388;ASKY Airlines;16:20;253;0.63;40;159;94
KP296;ASKY Airlines;01:55;177;0.21;150;37;140
AS680;ASKY Airlines;07:15;143;0.34;50;49;94
ET797;Ethiopian Airlines;13:30;192;0.47;40;90;102
KP816;ASKY Airlines;05:15;144;0.06;45;9;135
2J591;Air Burkina;08:30;295;0.28;60;83;212
AT263;Royal Air Maroc;00:50;168;0.39;45;66;102
AS348;ASKY Airlines;04:35;326;0.59;45;192;134
ET167;Ethiopian Airlines;06:30;228;0.65;75;148;80
SN954;Brussels Airlines;08:05;319;0.38;60;121;198
ET120;Ethiopian Airlines;13:50;85;0.62;30;53;32
KP611;ASKY Airlines;08:00;316;0.11;90;35;281
KP489;ASKY Airlines;03:20;346;0.47;30;163;183
HF635;Air C̫te d'Ivoire;19:55;317;0.29;105;92;225
ET210;Ethiopian Airlines;14:30;218;0.5;45;109;109
AF962;Air France;03:55;244;0.57;75;139;105
HF694;Air C̫te d'Ivoire;02:00;264;0.08;50;21;243
HF969;Air C̫te d'Ivoire;23:50;233;0.61;120;142;91
SN559;Brussels Airlines;20:35;185;0.09;40;17;168
AS533;ASKY Airlines;22:10;228;0.5;90;114;114
ET479;Ethiopian Airlines;21:30;264;0.09;120;24;240
AF751;Air France;13:10;350;0.57;35;199;151
AT539;Royal Air Maroc;08:15;270;0.17;150;46;224
ET987;Ethiopian Airlines;18:35;242;0.31;120;75;167
KP438;ASKY Airlines;05:05;280;0.61;40;171;109
AT523;Royal Air Maroc;02:25;185;0.53;50;98;87
AF268;Air France;17:45;294;0.52;50;153;141
KP361;ASKY Airlines;15:40;299;0.51;50;152;147
ET826;Ethiopian Airlines;02:45;296;0.39;75;115;181
KP328;ASKY Airlines;01:40;108;0.62;90;67;41
KP526;ASKY Airlines;01:20;317;0.55;90;174;143
AS248;ASKY Airlines;22:10;143;0.31;150;44;99
AS804;ASKY Airlines;09:25;175;0.5;40;88;87
ET842;Ethiopian Airlines;14:55;233;0.65;90;151;82
ET210;Ethiopian Airlines;02:40;107;0.57;120;61;46
AF756;Air France;07:25;255;0.05;35;13;242
HF320;Air C̫te d'Ivoire;17:15;330;0.49;45;162;168
AS163;ASKY Airlines;10:55;273;0.59;35;161;112
AS829;ASKY Airlines;06:50;118;0.25;50;30;88
HF895;Air C̫te d'Ivoire;18:20;148;0.64;40;95;53
AS573;ASKY Airlines;06:30;199;0.29;120;58;141
TK847;Turkish Airlines;01:45;165;0.3;120;50;115
HF584;Air C̫te d'Ivoire;05:10;256;0.15;150;38;218
ET112;Ethiopian Airlines;04:55;173;0.11;40;19;154
2J252;Air Burkina;13:40;171;0.37;50;63;108
KP289;ASKY Airlines;17:00;160;0.41;45;66;94
KP185;ASKY Airlines;03:35;307;0.27;60;83;224
ET120;Ethiopian Airlines;03:20;167;0.41;50;68;99
AS418;ASKY Airlines;23:45;207;0.29;120;60;147
SN257;Brussels Airlines;12:40;269;0.57;50;153;116
KP580;ASKY Airlines;22:05;213;0.62;40;132;81
ET978;Ethiopian Airlines;20:00;215;0.41;45;88;127
ET175;Ethiopian Airlines;00:45;119;0.56;40;67;52
AF428;Air France;19:30;217;0.56;40;122;95
AS302;ASKY Airlines;04:45;335;0.48;120;161;174
KP251;ASKY Airlines;23:55;164;0.17;105;28;136
HF874;Air C̫te d'Ivoire;02:50;106;0.14;120;15;91
AS324;ASKY Airlines;20:40;309;0.6;60;185;124
AT572;Royal Air Maroc;18:20;211;0.21;120;44;167
ET996;Ethiopian Airlines;12:50;170;0.2;35;34;136
AT742;Royal Air Maroc;06:15;308;0.15;30;46;262
AF459;Air France;09:15;106;0.37;40;39;67
AS910;ASKY Airlines;02:55;278;0.46;40;128;150
ET708;Ethiopian Airlines;22:35;233;0.46;45;107;126
HF145;Air C̫te d'Ivoire;01:00;122;0.21;45;26;96
KP777;ASKY Airlines;06:00;189;0.11;50;21;168
TK344;Turkish Airlines;08:35;190;0.24;45;46;144
ET318;Ethiopian Airlines;20:05;80;0.35;35;28;52
AS390;ASKY Airlines;11:45;219;0.42;150;92;127
AS303;ASKY Airlines;21:25;257;0.21;30;54;203
TK301;Turkish Airlines;09:05;139;0.16;120;22;117
AS581;ASKY Airlines;18:20;262;0.55;75;144;118
HF891;Air C̫te d'Ivoire;12:10;300;0.56;105;168;132
HF610;Air C̫te d'Ivoire;09:30;306;0.22;105;67;239
AS377;ASKY Airlines;04:40;223;0.39;150;87;136
KP115;ASKY Airlines;14:05;303;0.31;30;94;209
AF624;Air France;20:30;131;0.14;105;18;113
AS455;ASKY Airlines;02:35;160;0.61;30;98;62
AT929;Royal Air Maroc;07:45;228;0.06;30;14;214
KP698;ASKY Airlines;05:35;106;0.16;35;17;89
ET177;Ethiopian Airlines;18:30;311;0.26;120;81;230
AT166;Royal Air Maroc;16:55;190;0.56;150;106;84
KP822;ASKY Airlines;09:15;158;0.52;150;82;76
AS796;ASKY Airlines;00:15;206;0.4;60;82;124
KP532;ASKY Airlines;12:45;261;0.47;105;123;138
KP214;ASKY Airlines;09:40;198;0.25;50;50;148
ET886;Ethiopian Airlines;11:55;345;0.61;105;210;135
AT519;Royal Air Maroc;01:45;257;0.07;105;18;239
KP809;ASKY Airlines;09:40;280;0.11;90;31;249
ET479;Ethiopian Airlines;20:20;149;0.61;150;91;58
AF242;Air France;22:30;237;0.62;75;147;90
AS731;ASKY Airlines;00:30;177;0.34;40;60;117
KP123;ASKY Airlines;00:40;284;0.4;120;114;170
SN638;Brussels Airlines;19:55;165;0.59;40;97;68
AF174;Air France;14:30;164;0.56;45;92;72
ET852;Ethiopian Airlines;21:35;294;0.57;105;168;126
ET634;Ethiopian Airlines;00:30;212;0.27;40;57;155
KP140;ASKY Airlines;20:50;326;0.55;90;179;147
ET849;Ethiopian Airlines;08:15;220;0.09;90;20;200
ET850;Ethiopian Airlines;23:55;155;0.34;60;53;102
ET667;Ethiopian Airlines;06:05;177;0.19;35;34;143
KP514;ASKY Airlines;15:10;134;0.07;60;9;125
KP709;ASKY Airlines;15:30;338;0.42;45;142;196
AS873;ASKY Airlines;12:50;101;0.1;75;10;91
TK535;Turkish Airlines;09:50;114;0.12;150;14;100
AS804;ASKY Airlines;17:40;107;0.1;30;11;96
ET338;Ethiopian Airlines;08:50;249;0.64;40;159;90
AS833;ASKY Airlines;11:05;219;0.07;90;15;204
AS899;ASKY Airlines;23:30;208;0.21;30;44;164
AF109;Air France;12:15;179;0.44;120;79;100
ET846;Ethiopian Airlines;10:30;326;0.54;40;176;150
ET936;Ethiopian Airlines;14:55;102;0.41;40;42;60
KP680;ASKY Airlines;09:20;192;0.64;90;123;69
AF544;Air France;09:30;276;0.25;30;69;207
KP966;ASKY Airlines;08:25;243;0.33;120;80;163
KP295;ASKY Airlines;02:05;135;0.54;50;73;62
ET173;Ethiopian Airlines;22:55;89;0.46;75;41;48
KP324;ASKY Airlines;15:30;212;0.18;45;38;174
KP201;ASKY Airlines;11:20;231;0.35;120;81;150
ET363;Ethiopian Airlines;16:40;270;0.64;40;173;97
AF260;Air France;14:50;322;0.57;120;184;138
AT332;Royal Air Maroc;02:00;269;0.17;60;46;223
KP886;ASKY Airlines;04:00;194;0.16;50;31;163
AS410;ASKY Airlines;12:05;313;0.55;35;172;141
KP326;ASKY Airlines;23:35;160;0.17;60;27;133
2J372;Air Burkina;05:50;272;0.32;150;87;185
